,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086
uraniumPrice-30,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-31,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-32,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-33,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-34,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-35,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-36,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-37,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-38,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-39,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-40,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-41,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-42,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-43,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-44,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-45,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-46,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-47,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-48,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-49,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-50,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-51,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-52,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-53,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-54,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-55,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-56,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-57,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-58,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
uraniumPrice-59,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444,1.302744444
